UNITID,ROOM,XROOMCAP,ROOMCAP,ALLONCAM,TUITVARY,BOARD,XMEALSWK,MEALSWK,XAPPFEEU,APPLFEEU,APPFEEUW,XAPPFEEG,APPLFEEG,APPFEEGW,XAPPFEED,APPLFEED,APPFEEDW,PRMPGM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,FAFSAQ1,FAFSAQ2,FAFQ2URL,PRGMOFR,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XHRCHF1,HRCHF1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XHRCHF2,HRCHF2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XHRCHF3,HRCHF3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XHRCHF5,HRCHF5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XHRCHF6,HRCHF6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XHRCHF7,HRCHF7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG10AY0,CHG10AY0,XCHG10AY1,CHG10AY1,XCHG10AY2,CHG10AY2,XCHG10AY3,CHG10AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG10PY0,CHG10PY0,XCHG10PY1,CHG10PY1,XCHG10PY2,CHG10PY2,XCHG10PY3,CHG10PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6
217749,1,R,3908,2,2,1,R,21,R,25,0,R,25,0,R,25,0,2,1,0,0,1,0,2,2,,-2,A,,A,,R,10380,R,20752,R,2140,R,970,R,0,R,20752,R,2140,R,970,R,0,R,20752,R,2140,R,970,R,0,R,9900,R,960,R,620,R,0,R,9900,R,960,R,620,R,0,R,9900,R,960,R,620,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19100,R,1850,R,20950,R,19750,R,2140,R,21890,R,21210,R,2190,R,23400,R,22280,R,2190,R,24470,,,R,19100,R,1850,R,20950,R,19750,R,2140,R,21890,R,21210,R,2190,R,23400,R,22280,R,2190,R,24470,,,R,19100,R,1850,R,20950,R,19750,R,2140,R,21890,R,21210,R,2190,R,23400,R,22280,R,2190,R,24470,,,R,1200,R,1200,R,1300,R,1340,R,8580,R,9350,R,9900,R,10380,R,3200,R,3400,R,3650,R,3760,R,12500,R,13250,R,13250,R,13440,R,3200,R,3400,R,3650,R,3760,A,,A,,A,,R,5670,R,3200,R,3400,R,3650,R,3760,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217776,1,R,509,2,2,1,R,21,R,25,1,R,25,1,A,,-2,2,1,0,0,1,0,2,2,,-2,R,4590,R,5536,A,,R,27800,R,2000,R,1110,R,1200,R,27800,R,2000,R,1110,R,1200,R,27800,R,2000,R,1110,R,1200,R,13728,R,1200,R,572,R,1200,R,13728,R,1200,R,572,R,1200,R,13728,R,1200,R,572,R,1200,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,25748,R,750,R,26498,R,26520,R,1300,R,27820,R,26520,R,1350,R,27870,R,27800,R,2000,R,29800,,,R,25748,R,750,R,26498,R,26520,R,1300,R,27820,R,26520,R,1350,R,27870,R,27800,R,2000,R,29800,,,R,25748,R,750,R,26498,R,26520,R,1300,R,27820,R,26520,R,1350,R,27870,R,27800,R,2000,R,29800,,,R,1060,R,1060,R,1060,R,1060,R,9550,R,9650,R,10654,R,10126,R,2130,R,2130,R,2325,R,2465,R,6000,R,6000,R,9183,R,9360,R,2085,R,2085,R,2700,R,2910,A,,A,,A,,R,2950,R,1950,R,1950,R,2145,R,2285,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217794,2,A,,2,-2,3,A,,R,100,0,A,,-2,A,,-2,2,2,0,0,0,0,2,1,www.charlestoncosmetology.com,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1500,1,R,13,R,52,R,900,R,30,R,17500,R,19500,R,19500,R,19500,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,13949,R,16731,R,20592,R,25415,R,5343,R,5343,R,5148,R,6435,A,,A,,A,,R,20722,R,2951,R,3484,R,3666,R,4576,12.041,R,5150,A,,R,450,1,R,4,12.0409,R,12995,A,,R,600,1,R,5,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217819,1,R,3719,2,1,2,A,,R,60,1,R,60,1,A,,-2,2,1,0,0,1,0,2,2,,-2,R,9032,R,5300,A,,R,12518,R,460,R,522,R,19,R,12518,R,460,R,522,R,19,R,37836,R,460,R,1577,R,19,R,15840,R,460,R,660,R,19,R,15840,R,460,R,660,R,19,R,20952,R,460,R,873,R,19,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,12518,R,460,R,12978,R,12518,R,460,R,12978,R,12518,R,460,R,12978,R,12518,R,460,R,12978,,,R,12518,R,460,R,12978,R,12518,R,460,R,12978,R,12518,R,460,R,12978,R,12518,R,460,R,12978,,,R,33978,R,460,R,34438,R,35338,R,460,R,35798,R,36398,R,460,R,36858,R,37836,R,460,R,38296,,,R,1262,R,1345,R,1454,R,1530,R,12959,R,12986,R,14032,R,14332,R,3954,R,4169,R,4632,R,4849,R,12341,R,12571,R,13779,R,14091,R,3954,R,4169,R,4632,R,4849,A,,A,,A,,R,3533,R,3954,R,4169,R,4632,R,4849,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217837,2,A,,2,1,3,A,,R,30,1,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,4728,R,936,R,197,R,251,R,5088,R,936,R,212,R,251,R,5088,R,936,R,212,R,251,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,4248,R,726,R,4974,R,4728,R,936,R,5664,R,4728,R,936,R,5664,R,4728,R,936,R,5664,,,R,4464,R,726,R,5190,R,5088,R,936,R,6024,R,5088,R,936,R,6024,R,5088,R,936,R,6024,,,R,7224,R,726,R,7950,R,5088,R,936,R,6024,R,5088,R,936,R,6024,R,5088,R,936,R,6024,,,R,1700,R,1700,R,1700,R,1700,A,,A,,A,,A,,A,,A,,A,,A,,R,11066,R,11066,R,11066,R,11066,R,4262,R,4262,R,4262,R,4262,A,,A,,A,,R,845,R,3572,R,3572,R,3572,R,3572,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217864,1,R,2372,2,1,1,R,20,R,40,1,R,40,1,A,,-2,2,2,0,0,0,0,2,2,,-2,A,,A,,R,9705,R,8356,R,4214,R,500,R,180,R,8356,R,4214,R,500,R,180,R,33538,R,4970,R,930,R,180,R,12600,R,180,R,700,R,180,R,12600,R,180,R,700,R,180,R,18360,R,180,R,1020,R,180,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,,,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,R,8356,R,4214,R,12570,,,R,30857,R,4969,R,35826,R,30857,R,4969,R,35826,R,32400,R,4970,R,37370,R,33538,R,4970,R,38508,,,R,8144,R,8470,R,9741,R,9741,R,7593,R,8480,R,9146,R,9705,R,2383,R,2423,R,2423,R,2448,R,19507,R,19836,R,21522,R,22275,R,8330,R,8458,R,9178,R,9499,A,,A,,A,,R,0,R,8330,R,8458,R,9178,R,9499,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217873,1,R,1215,2,2,2,A,,R,60,1,R,50,1,A,,-2,2,1,0,0,1,0,2,2,,-2,R,4030,R,5450,A,,R,16476,R,570,R,687,R,166,R,16476,R,570,R,687,R,166,R,16476,R,570,R,687,R,166,R,10530,R,382,R,585,R,0,R,10530,R,382,R,585,R,0,R,10530,R,382,R,585,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,1806,R,18282,,,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,1806,R,18282,,,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,570,R,17046,R,16476,R,1806,R,18282,,,R,1900,R,1900,R,1900,R,950,R,9480,R,9480,R,9480,R,9480,R,5250,R,5250,R,5250,R,5250,R,11500,R,11500,R,11500,R,11500,R,9000,R,9000,R,9000,R,9000,A,,A,,A,,R,500,R,9500,R,9500,R,9500,R,9500,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217882,1,R,7500,2,1,2,A,,R,70,1,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,R,8208,R,5076,A,,R,14038,R,1516,R,644,R,239,R,14038,R,1516,R,644,R,239,R,39350,R,1516,R,1744,R,239,R,11220,R,1426,R,687,R,85,R,11220,R,1426,R,687,R,85,R,23372,R,1426,R,1339,R,209,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,14118,R,1440,R,15558,R,14118,R,1440,R,15558,R,14038,R,1516,R,15554,R,14038,R,1516,R,15554,,,R,14118,R,1440,R,15558,R,14118,R,1440,R,15558,R,14038,R,1516,R,15554,R,14038,R,1516,R,15554,,,R,37110,R,1440,R,38550,R,38062,R,1440,R,39502,R,37982,R,1516,R,39498,R,39350,R,1516,R,40866,,,R,1248,R,1388,R,1436,R,1456,R,12234,R,12350,R,12872,R,13284,R,5124,R,5454,R,5476,R,5520,R,12234,R,12350,R,12872,R,13284,R,5124,R,5454,R,5476,R,5520,A,,A,,A,,R,1858,R,6768,R,7316,R,8980,R,7528,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217891,1,R,170,2,2,1,R,19,A,,-2,A,,-2,A,,-2,2,2,0,0,0,0,2,1,https://www.clintoncollege.edu/Content/Uploads/Clinton/files/FSA-Handbook.pdf,-2,R,5138,R,8362,A,,R,10936,R,200,R,400,R,400,R,10936,R,200,R,400,R,400,R,10936,R,200,R,400,R,400,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9920,R,100,R,10020,R,10416,R,100,R,10516,R,10416,R,100,R,10516,R,10936,R,200,R,11136,,,R,9920,R,100,R,10020,R,10416,R,100,R,10516,R,10416,R,100,R,10516,R,10936,R,200,R,11136,,,R,9920,R,100,R,10020,R,10416,R,100,R,10516,R,10416,R,100,R,10516,R,10936,R,200,R,11136,,,R,1200,R,1200,R,1200,R,1200,R,9551,R,10494,R,10494,R,13500,R,2385,R,2805,R,2805,R,2805,R,9225,R,10494,R,10494,R,13500,R,3555,R,3555,R,3555,R,3555,A,,A,,A,,R,500,R,500,R,500,R,500,R,500,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217907,1,R,535,2,2,2,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,R,5264,R,5834,A,,R,32408,R,1008,R,1080,R,588,R,32408,R,1008,R,1080,R,588,R,32408,R,1008,R,1080,R,588,R,16560,R,400,R,690,R,200,R,16560,R,400,R,690,R,200,R,16560,R,400,R,690,R,200,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,30864,R,660,R,31524,R,30864,R,900,R,31764,R,30864,R,990,R,31854,R,32408,R,1008,R,33416,,,R,30864,R,660,R,31524,R,30864,R,900,R,31764,R,30864,R,990,R,31854,R,32408,R,1008,R,33416,,,R,30864,R,660,R,31524,R,30864,R,900,R,31764,R,30864,R,990,R,31854,R,32408,R,1008,R,33416,,,R,2000,R,2000,R,3000,R,1200,R,9892,R,9892,R,10882,R,12114,R,1448,R,1448,R,1632,R,5600,R,6200,R,6200,R,6470,R,10323,R,1448,R,1448,R,1632,R,5600,A,,A,,A,,R,3323,R,1448,R,1448,R,1632,R,5600,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217925,1,R,400,2,2,1,R,20,R,25,1,A,,-2,A,,-2,2,1,0,1,1,0,2,2,,-2,A,,A,,R,11950,R,26700,R,1200,R,1115,R,600,R,26700,R,1200,R,1115,R,600,R,26700,R,1200,R,1115,R,600,R,10440,R,1200,R,580,R,600,R,10440,R,1200,R,580,R,600,R,10440,R,1200,R,580,R,600,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,24490,R,1100,R,25590,R,25620,R,1220,R,26840,R,26700,R,1200,R,27900,R,26700,R,1200,R,27900,,,R,24490,R,1100,R,25590,R,25620,R,1220,R,26840,R,26700,R,1200,R,27900,R,26700,R,1200,R,27900,,,R,24490,R,1100,R,25590,R,25620,R,1220,R,26840,R,26700,R,1200,R,27900,R,26700,R,1200,R,27900,,,R,600,R,200,R,200,R,1200,R,8950,R,9950,R,11950,R,11950,R,3710,R,3280,R,3400,R,2280,R,8000,R,9020,R,9020,R,9020,R,4510,R,4080,R,4200,R,3080,A,,A,,A,,R,4510,R,4510,R,4080,R,4200,R,3080,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217934,1,R,624,2,2,1,R,19,A,,-2,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,-2,R,5000,R,4390,A,,R,19276,R,778,R,435,R,400,R,19276,R,778,R,435,R,400,R,19276,R,778,R,435,R,400,R,14981,R,649,R,600,R,26,R,14981,R,649,R,600,R,26,R,14981,R,649,R,600,R,26,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20080,R,800,R,20880,R,20450,R,800,R,21250,R,20650,R,800,R,21450,R,21414,R,800,R,22214,,,R,20080,R,800,R,20880,R,20450,R,800,R,21250,R,20650,R,800,R,21450,R,21414,R,800,R,22214,,,R,20080,R,800,R,20880,R,20450,R,800,R,21250,R,20650,R,800,R,21450,R,21414,R,800,R,22214,,,R,1240,R,1240,R,960,R,1000,R,8320,R,8400,R,8550,R,9390,R,5358,R,7042,R,4940,R,5444,R,11980,R,11980,R,6600,R,10504,R,7042,R,7042,R,4880,R,4984,A,,A,,A,,R,10504,R,5358,R,7042,R,4880,R,4984,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
217961,1,R,703,2,2,2,A,,A,,-2,R,40,0,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,R,13830,R,24790,R,450,R,900,R,450,R,24790,R,450,R,900,R,450,R,24790,R,450,R,900,R,450,R,10665,R,160,R,535,R,160,R,10665,R,160,R,535,R,160,R,10665,R,160,R,535,R,160,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19500,R,350,R,19850,R,21060,R,350,R,21410,R,22746,R,350,R,23096,R,24790,R,450,R,25240,,,R,19500,R,350,R,19850,R,21060,R,350,R,21410,R,22746,R,350,R,23096,R,24790,R,450,R,25240,,,R,19500,R,350,R,19850,R,21060,R,350,R,21410,R,22746,R,350,R,23096,R,24790,R,450,R,25240,,,R,1350,R,1250,R,1350,R,800,R,11948,R,12664,R,13424,R,13380,R,3700,R,3100,R,3300,R,3340,R,11948,R,12664,R,13424,R,14096,R,5200,R,4400,R,4500,R,3850,A,,A,,A,,R,3458,R,5200,R,4400,R,4500,R,3850,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
